ID,method,signature,fanIN,fanOUT,localVar,parametersCount,commentToCodeRatio,countPath,complexity,execStmt,maxNesting,readability,cos,Purpose,Notice,UnderDev,StyleAndIde,Metadata,Discarded,longMethod,longParam,messageChains,featureEnvy
1,com.puppycrawl.tools.checkstyle.Checker:destroy,Lcom/puppycrawl/tools/checkstyle/Checker.destroy()V,3,8,0,0,0.09523809523809523,3,5,21,3,0.10621189326047897,0.07216878364870323,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.InputWhitespace:starTest,Lcom/puppycrawl/tools/checkstyle/InputWhitespace.starTest()V,0,0,0,0,0.5,0,1,4,0,0.9917641878128052,0.9999999999999998,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.Verifier:verifyMethod,Lcom/puppycrawl/tools/checkstyle/Verifier.verifyMethod(Lcom/puppycrawl/tools/checkstyle/MyModifierSet;Lcom/puppycrawl/tools/checkstyle/MyCommonAST;Lcom/puppycrawl/tools/checkstyle/MethodSignature;)V,Lcom/puppycrawl/tools/checkstyle/Verifier.verifyMethodLength(II)V,0,23,0,3,0.15151515151515152,7,6,33,7,2.940593985840678E-4,0.2455560358642802,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.Scope:isIn,Lcom/puppycrawl/tools/checkstyle/Scope.isIn(Lcom/puppycrawl/tools/checkstyle/Scope;)Z,1,1,0,1,1.25,0,3,4,0,0.9849120378494263,0.5222329678670935,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.Main:main,Lcom/puppycrawl/tools/checkstyle/Main.main([Ljava/lang/String;)V,0,11,0,1,0.06557377049180328,7,6,61,7,0.0,0.19193342624832344,0,0,0,0,0,0,0,0,1,0
1,com.puppycrawl.tools.checkstyle.VerifierSingleton:setInstance,Lcom/puppycrawl/tools/checkstyle/VerifierSingleton.setInstance(Lcom/puppycrawl/tools/checkstyle/Verifier;)V,1,0,0,1,0.75,0,2,4,0,0.9823051691055298,0.8845379626717033,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.Configuration:Configuration,Lcom/puppycrawl/tools/checkstyle/Configuration.Configuration()Lcom/puppycrawl/tools/checkstyle/Configuration;,0,8,0,0,0.2,0,4,15,0,0.17154055833816528,0.12606822641482482,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.JavadocTag:toString,Lcom/puppycrawl/tools/checkstyle/JavadocTag.toString()Ljava/lang/String;,5,3,0,0,0.5,0,2,4,0,0.9970095157623291,0.0,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.CheckStyleTask:setConstPattern,Lcom/puppycrawl/tools/checkstyle/CheckStyleTask.setConstPattern(Ljava/lang/String;)V,0,1,0,1,0.2222222222222222,0,4,9,0,0.7623000144958496,0.47673129462279606,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.InputBraces:testFor,Lcom/puppycrawl/tools/checkstyle/InputBraces.testFor()V,1,1,0,0,0.2222222222222222,5,3,9,1,0.07635704427957535,0.7071067811865475,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.Configuration:getTypeRegexp,Lcom/puppycrawl/tools/checkstyle/Configuration.getTypeRegexp()Lorg/apache/regexp/RE;,1,0,0,0,0.5,0,2,4,0,0.9852532744407654,0.6324555320336759,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.Verifier:reportReference,Lcom/puppycrawl/tools/checkstyle/Verifier.reportReference(Ljava/lang/String;)V,0,1,0,1,0.75,0,1,4,0,0.9553905129432678,0.9434563530497265,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.Verifier:verifyMethodLength,Lcom/puppycrawl/tools/checkstyle/Verifier.verifyMethodLength(II)V,0,2,0,2,0.6666666666666666,1,2,6,1,0.40279117226600647,0.6948792289723034,0,0,0,0,0,0,0,0,0,0
1,com.puppycrawl.tools.checkstyle.CheckStyleTask:setMemberPattern,Lcom/puppycrawl/tools/checkstyle/CheckStyleTask.setMemberPattern(Ljava/lang/String;)V,0,1,0,1,0.2222222222222222,0,4,9,0,0.8064063787460327,0.6425754631219991,0,0,0,0,0,0,0,0,0,0
