ID,method,signature,fanIN,fanOUT,localVar,parametersCount,commentToCodeRatio,countPath,complexity,execStmt,maxNesting,readability,cos,Purpose,Notice,UnderDev,StyleAndIde,Metadata,Discarded,longMethod,longParam,messageChains,featureEnvy,APC exp coeff,APX exp base,APC poly coeff,APC poly power
1,com.puppycrawl.tools.checkstyle.DefaultLogger:auditFinished,Lcom/puppycrawl/tools/checkstyle/DefaultLogger.auditFinished(Lcom/puppycrawl/tools/checkstyle/AuditEvent;)V,1,2,0,1,0.4,0,1,5,0,0.852479100227356,0.4082482904638631,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
1,com.puppycrawl.tools.checkstyle.DefaultLogger:fileStarted,Lcom/puppycrawl/tools/checkstyle/DefaultLogger.fileStarted(Lcom/puppycrawl/tools/checkstyle/AuditEvent;)V,1,0,0,1,0.6666666666666666,0,1,3,0,0.9952890276908875,0.2581988897471611,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
1,com.puppycrawl.tools.checkstyle.DefaultLogger:auditStarted,Lcom/puppycrawl/tools/checkstyle/DefaultLogger.auditStarted(Lcom/puppycrawl/tools/checkstyle/AuditEvent;)V,1,1,0,1,0.5,0,1,4,0,0.7999914884567261,0.447213595499958,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0
1,com.puppycrawl.tools.checkstyle.DefaultLogger:addException,Lcom/puppycrawl/tools/checkstyle/DefaultLogger.addException(Lcom/puppycrawl/tools/checkstyle/AuditEvent;Ljava/lang/Throwable;)V,0,3,0,2,0.2857142857142857,0,1,7,0,0.6052802801132202,0.10369516947304255,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
1,com.puppycrawl.tools.checkstyle.DefaultLogger:addError,Lcom/puppycrawl/tools/checkstyle/DefaultLogger.addError(Lcom/puppycrawl/tools/checkstyle/AuditEvent;)V,1,1,0,1,0.5,0,1,4,0,0.9701703786849976,0.20412414523193148,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
1,com.puppycrawl.tools.checkstyle.DefaultLogger:fileFinished,Lcom/puppycrawl/tools/checkstyle/DefaultLogger.fileFinished(Lcom/puppycrawl/tools/checkstyle/AuditEvent;)V,1,0,0,1,0.6666666666666666,0,1,3,0,0.9947049021720886,0.2581988897471611,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
