project-name,classifier,model-name,TP,FP,FN,TN,accuracy,precision,recall,f-measure,auc-roc,mcc,readability,cos,Purpose,Notice,UnderDev,StyleAndIde,Metadata,Discarded
new_checkstyle,Bayesian Network,allModel,603.0,154.0,10.0,1.0,0.7864583333333334,0.7965653896961691,0.9836867862969005,0.8802919708029198,0.4134241961795506,-0.03331188604791647,
new_checkstyle,RandomForest,allModel,607.0,145.0,6.0,10.0,0.8033854166666666,0.8071808510638298,0.9902120717781403,0.8893772893772893,0.5071251907593538,0.15379362926802312,
new_checkstyle,Support Vector Machine,allModel,593.0,149.0,20.0,6.0,0.7799479166666666,0.7991913746630728,0.967373572593801,0.8752767527675277,0.5030416250065779,0.01350029086317094,
new_checkstyle,J48,allModel,594.0,63.0,19.0,92.0,0.8932291666666666,0.9041095890410958,0.9690048939641109,0.9354330708661417,0.7812766405304425,0.6421190791343147,
new_checkstyle,Bayesian Network,allModel,4.0,20.0,112.0,251.0,0.6589147286821705,0.16666666666666666,0.034482758620689655,0.05714285714285715,0.40922827331721595,-0.07468715170122103,
new_checkstyle,RandomForest,allModel,11.0,103.0,105.0,168.0,0.4625322997416021,0.09649122807017543,0.09482758620689655,0.09565217391304347,0.32542308181702506,-0.28668157417157125,
new_checkstyle,Support Vector Machine,allModel,0.0,28.0,116.0,243.0,0.627906976744186,0.0,0.0,NaN,0.4483394833948339,-0.18271581548058952,
new_checkstyle,J48,allModel,0.0,13.0,116.0,258.0,0.6666666666666666,0.0,0.0,NaN,0.48759384145565593,-0.121977639374478,
new_checkstyle,Bayesian Network,allModel,1481.0,56.0,1454.0,19.0,0.4983388704318937,0.9635653871177619,0.5045996592844975,0.6623434704830053,0.33157296990346397,-0.07548001511388858,
new_checkstyle,RandomForest,allModel,1132.0,48.0,1803.0,27.0,0.38504983388704317,0.9593220338983051,0.3856899488926746,0.5501822600243013,0.3778375922771153,-0.08119544402319145,
new_checkstyle,Support Vector Machine,allModel,1377.0,58.0,1558.0,17.0,0.46312292358803986,0.9595818815331011,0.46916524701873935,0.6302059496567506,0.347915956842703,-0.09492532665343031,
new_checkstyle,J48,allModel,1097.0,36.0,1838.0,39.0,0.37740863787375417,0.9682259488084731,0.3737649063032368,0.539331366764995,0.4202612152186258,-0.03417870459394063,
new_checkstyle,Bayesian Network,allModel,2836.0,65.0,327.0,10.0,0.8789376158122297,0.9775939331265081,0.8966171356307303,0.9353562005277044,0.45759721783117296,0.014753499278294654,
new_checkstyle,RandomForest,allModel,2898.0,72.0,265.0,3.0,0.8959234095120445,0.9757575757575757,0.9162187796395826,0.9450513614870373,0.467086099694383,-0.02390135205823484,
new_checkstyle,Support Vector Machine,allModel,2081.0,60.0,1082.0,15.0,0.6473131562693021,0.9719757122839795,0.6579196964906734,0.7846907993966817,0.42895984824533673,-0.04515464750850793,
new_checkstyle,J48,allModel,2852.0,72.0,311.0,3.0,0.8817171093267449,0.9753761969904241,0.9016756244072084,0.9370790208641367,0.40736642428074615,-0.029646731320627045,
new_checkstyle,Bayesian Network,allModel,2325.0,8.0,92.0,3.0,0.9588138385502472,0.9965709387055294,0.961936284650393,0.9789473684210526,0.7966111257381427,0.08127577994636052,
new_checkstyle,RandomForest,allModel,2306.0,7.0,111.0,4.0,0.9514003294892917,0.9969736273238219,0.9540752999586264,0.9750528541226215,0.8148343175236018,0.10044563990170129,
new_checkstyle,Support Vector Machine,allModel,589.0,1.0,1828.0,10.0,0.24670510708401977,0.9983050847457627,0.24369052544476624,0.3917525773195876,0.5763907172678376,0.023922496071747856,
new_checkstyle,J48,allModel,2057.0,2.0,360.0,9.0,0.8509060955518946,0.9990286546867412,0.8510550268928424,0.919124218051832,0.869052544476624,0.12519101328348753,
new_checkstyle,Bayesian Network,allModel,3336.0,26.0,119.0,1.0,0.9583572659391154,0.992266508030934,0.9655571635311143,0.9787296464720552,0.7571796108699148,0.0012474409036034222,
new_checkstyle,RandomForest,allModel,3447.0,27.0,8.0,0.0,0.9899483055715106,0.9922279792746114,0.997684515195369,0.9949487660557079,0.6111271908666989,-0.004242168772092204,
new_checkstyle,Support Vector Machine,allModel,3220.0,20.0,235.0,7.0,0.9267662263067202,0.9938271604938271,0.9319826338639653,0.9619118745332337,0.5956209465616122,0.06596426899349717,
new_checkstyle,J48,allModel,3361.0,26.0,94.0,1.0,0.9655370476737507,0.9923235901978151,0.9727930535455861,0.9824612686349019,0.5052687999142413,0.005292904118440985,
new_checkstyle,Bayesian Network,allModel,2394.0,82.0,99.0,1.0,0.9297360248447205,0.9668820678513732,0.9602888086642599,0.9635741597907024,0.6213325020901899,-0.025288561126431696,
new_checkstyle,RandomForest,allModel,2463.0,82.0,30.0,1.0,0.9565217391304348,0.9677799607072691,0.9879663056558363,0.9777689559348949,0.5499205002923849,2.3479904654429886E-5,
new_checkstyle,Support Vector Machine,allModel,1634.0,37.0,859.0,46.0,0.6521739130434783,0.9778575703171754,0.655435218612114,0.7848222862632084,0.6048260430409967,0.07755090297921434,
new_checkstyle,J48,allModel,2305.0,62.0,188.0,21.0,0.9029503105590062,0.9738065061258978,0.9245888487765744,0.9485596707818932,0.5903662785921061,0.11486112569472708,
new_checkstyle,Bayesian Network,allModel,2227.0,45.0,250.0,12.0,0.8835832675611681,0.980193661971831,0.899071457408155,0.937881659296694,0.5964097769656276,0.05337616316492911,
new_checkstyle,RandomForest,allModel,2367.0,55.0,110.0,2.0,0.9348855564325178,0.9772914946325351,0.9555914412595882,0.966319657072872,0.4586617937658033,-0.006724490392175161,
